游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Play with Balloon,"独立,休闲,体育,抢先体验,虚拟现实",Funystone Inc.,Funystone Inc.,25,PC,单人,否,1
Fireflies,"独立,冒险,黑暗,氛围,平台解谜,单人,潜行,解谜,伪3D,心理恐怖,困难,体素,黑暗奇幻,生存恐怖",Smart Studio,Smart Flix ,37,PC,单人,否,1
Make Route: Escape the police,"休闲,独立,策略",Hippopo Entertainment,Hippopo Entertainment,6,PC,单人,是,1
Class Kingdom,"休闲,独立,角色扮演,塔防,生存",Yehonatan Sitbon,Yehonatan Sitbon,43,PC,单人,否,1
Pencil vs. Eraser,"动作,独立","Quinn Purdy,Bellringer Studios",Bellringer Studios,15,PC,单人,否,1
Darkour,"动作,独立,平台游戏,二维,困难",Brian Egana,Brian Egana,,PC,单人,否,1
The Dis-United States Of America,"休闲,策略,卡牌游戏,回合制,政治性,独立",Spaghetti Code Ltd,Spaghetti Code Ltd,15,PC,单人,否,1
Steampunker,"冒险,隐藏物体",Telehorse,Microids Indie,28,PC,单人,否,1
DOUBLE INVASION!!,"独立,冒险,像素图形,解谜,二维",Goose Ladder Games,Goose Ladder Games,32,PC,单人,否,1
In - Sight,"免费,独立,模拟,虚拟现实,黑暗",Liang Zou,Liang Zou,免费开玩,PC,单人,否,1
Orbital Injection,"休闲,模拟,虚拟现实",Packet39,Packet39,11,PC,单人,否,1
Hollow Remnant,"动作,独立,角色扮演,虚拟现实,第一人称射击,奇幻,射击,生存,恐怖,迷宫探索,单人,生存恐怖",Trinity Experiences,Trinity Experiences,37,PC,单人,否,1
Spirit Guide Crucible,"动作,独立,休闲,虚拟现实",IndieRevo,IndieRevo,11,PC,单人,否,1
CA-2A T-Type Leveling Amplifier,音频制作,Cakewalk,Cakewalk,,PC,其他,否,1
Banana Invaders,"动作,休闲,虚拟现实,射击,阖家,第一人称射击,体素,清版射击,彩色,第一人称视角,欢乐,生存,独立,单人",Techmo,Techmo Studios,22,PC,单人,否,1
Pirates of the Asteroid Belt,"角色扮演,独立,动作,剧情丰富,虚拟现实",Garden Horse Studio,Garden Horse Studio,70,PC,单人,否,1
GALAXIUM,"独立,休闲,动作,太空","Tony Muñoz,Dario Carnelutti",Wulum LTD,11,PC,单人,否,1
No Crossing,"休闲,独立",DIMI Game Studio,DIMI Game Studio,9,PC,单人,是,1
KUMACURE,"动作,独立","Dot Zo Games,KADOKAWA CORPORATION",KADOKAWA CORPORATION,22,PC,单人,否,1
Snowglobe,"冒险,独立,虚拟现实",Friend Factory,Friend Factory,22,PC,单人,否,1
Room Escape '1053',"动作,冒险,休闲,虚拟现实,僵尸,心理恐怖,生存恐怖,动作冒险",Godam Inc.,EGG Inc.,,PC,单人,否,1
"Warhammer 40,000: Dawn of War II - Retribution - Last Stand DLC","策略,战锤40K,合作,即时战略,生存,游戏工坊","Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA,Feral Interactive (Mac/Linux)",36,PC,合作,否,1
Syko Swinger,"独立,休闲",Siddharth Bhavsar,Siddharth Bhavsar,6,PC,单人,否,1
Dream On The Moon,"动作,冒险,休闲,独立,体育,抢先体验",Middle Eye,Middle Eye,22,PC,单人,否,1
Escape The Labyrinth,"动作,冒险,独立,血腥",ProjectKlowd Game Studios,ProjectKlowd Game Studios,26,PC,单人,否,1
Heart in the Dark,"动作,抢先体验,冒险,独立",Sebastian Moratti,Sebastian Moratti,67,PC,单人,否,1
Indeep | The casual dungeon crawler,"角色扮演,独立,奇幻,迷宫探索",Bernhard Potuzak,Bernhard Potuzak,15,PC,单人,否,1
Touhou Multi Scroll Shooting,"动作,独立,清版射击,弹幕射击,女性主角,动漫,信仰",Skydash studio,Skydash studio,6,PC,单人,否,1
Highway of death,"独立,竞速,单人,快节奏,程序生成",Laush Dmitriy Sergeevich,Laush Studio,11,PC,单人,是,1
Data mining 0,"休闲,独立,放松,解谜,横向滚屏,二维,物理,怀旧,单人,风格化,抽象,重玩价值,阖家,可爱,彩色,短片,困难,复古,经典,快节奏",Blender Games,Blender Games,11,PC,单人,否,1
Fatal Wings,"动作,独立,清版射击,街机,弹幕射击",Brain Lab Studio,Brain Lab Studio,26,PC,单人,否,1
Spotter,"冒险,独立,休闲",baKno Games,baKno Games,22,PC,单人,是,1
Hyperide VR,"动作,太空模拟,太空,轻游戏,虚拟现实",Kool2Play,Kool2Play,6,PC,单人,否,1
Professor Watts Memory Match: Cute Animals,"休闲,解谜,独立,二维,单人,卡通化,卡通,重玩价值,阖家,逻辑,选择取向,时间管理,策略,放松,指向 &amp; 点击",Ripknot Systems,Ripknot Systems,35,PC,单人,否,1
Santa Run,"独立,休闲,冒险","Nikita ""Ghost_RUS""",Ghost_RUS Games,6,PC,单人,否,1
Z ViRus: V.I.R.M Uprising,"策略,冒险,动作,角色扮演,独立,模拟,血腥,暴力,抢先体验,虚拟现实",Hokkaido Studios,Hokkaido Studios,68,PC,单人,否,1
Life's Playground,"休闲,模拟,独立,策略,回合制,多人,本地多人,桌游,抽象,管理,选择取向,大战略",SimProse Studios,SimProse Studios,15,PC,多人,否,1
Brick Breaker Premium 3,"动作,休闲",LoadUpGames.com,LoadUpGames.com,6,PC,单人,否,1
A Dragon's Tale VR,"独立,休闲,动作,冒险,模拟,虚拟现实",Spillage Games,Spillage Games,22,PC,单人,否,1
Supa Kila Monsta Hunta,"动作,独立,抢先体验,暴力,虚拟现实",Tadej Fius,MediaAtlas,31,PC,单人,否,1
Tomb Guard VR,"策略,动作,冒险,血腥,暴力,抢先体验,虚拟现实",CoolGame,JoicyStudio,68,PC,单人,是,1
30th Century Post Office,"独立,抢先体验,虚拟现实",Toxodon Games,Toxodon Games,36,PC,单人,否,1
Killing random dudes online,"动作,休闲,模拟",WhackAKey Games,WhackAKey Games,6,PC,单人,否,1
PyroNinja: Fire Dodge,"动作,独立,街机,忍者,生存",HolmesGaming,HolmesGaming,11,PC,单人,否,1
Lilith-M,"休闲,独立",Chesstar studios,Chesstar studios,18,PC,单人,是,1
Abnormal world: season one,"休闲,独立",Kedexa,Kedexa,37,PC,单人,否,1
Survival,"动作,大型多人在线,虚拟现实",重庆第五维科技有限公司,重庆第五维科技有限公司,50,PC,大型多人在线,是,1
Frank and 10 roots,"独立,3D 平台,平台游戏,解谜,困难,单人",Horrendous Games,Horrendous Games,6,PC,单人,否,1
Dashbot Ninja,"动作,独立",Trio Queue,Kajak Games,22,PC,单人,否,1
Divenia,"动作,独立,冒险",UnChild Games,UnChild Games,免费游玩,PC,单人,否,1
KeyBoard Guitar Master,"独立,休闲,音乐",Headbang Studio,Headbang Studio,8,PC,单人,否,1
Extra Terrestrial Perception,"动作,独立,冒险",Try This At Home,Try This At Home,免费游玩,PC,单人,否,1
GANZWORKER,"动作,血腥,暴力,第一人称射击,独立,射击,第一人称视角,科幻,单人,3D",Kuranov Nikita,Kuranov Nikita,35,PC,单人,否,1
Fight For Love,"动作,独立,休闲,冒险,平台游戏,二维,动漫,单人,机器人,卡通化,射击,手绘,超现实,探索,剧情丰富,欢乐,阖家,怀旧,彩色,复古",Anamik Majumdar,Anamik Majumdar,6,PC,单人,否,1
Genie,"冒险,独立,休闲",X3 Brothers,X3 Brothers,21,PC,单人,否,1
The Adventures of Team Australia,"角色扮演,独立",Ed Smith,Ed Smith,18,PC,单人,否,1
Tic Tac Toe Lounge,"策略,独立,休闲",Thomas Höfer,Thomas Höfer,6,PC,单人,否,1
Plague of Days,"独立,冒险",Mystic Remedy,Octopus 8 Studios Ltd,6,PC,单人,否,1
NUMTATE,"独立,休闲,策略,解谜,二维,氛围,单人,仅鼠标,情境,逻辑,困难,极简主义,游戏制作,放松",Michael Maas,Michael Maas,Demo,PC,单人,否,1
Back To Hell,"独立,冒险,平台游戏,二维,单人",Digital Monster,Digital Monster,6,PC,单人,否,1
HUGE BEER PONG CHALLENGES VR,"独立,休闲,策略,虚拟现实",Damien Gilliams,Damos Designs,22,PC,单人,否,1
Band of Drones,"策略,独立,回合制战术",Kiritsu Games,Kiritsu Games,32,PC,单人,否,1
Legacy of Lina,"动作,冒险,独立,女性主角,二维,单人,平台游戏,困难",Bks,Bks,15,PC,单人,否,1
Dawn City,"动作,冒险,模拟,虚拟现实",Lucid Dream Studio,Lucid Dream Studio,26,PC,单人,是,1
Legendary Arcane 2 Universe,"动作,独立,冒险","Maxime Côté,Simon Côté",Côté Brothers,18,PC,单人,否,1
Indiana Boy Steam Edition,"冒险,休闲,独立,平台游戏,解谜",One Man,Droid Riot,6,PC,单人,否,1
Voxel Sword,"动作,独立,休闲,竞速",SAT-BOX,SAT-BOX,32,PC,单人,否,1
Counter Terrorism - Minesweeper,"休闲,独立,解谜",Black Phoenix Studio,Black Phoenix Studio,15,PC,单人,是,1
Keiko Everlasting,"休闲,独立,视觉小说,动漫,单人,爱情,可爱,欢乐,剧情丰富,好评原声音轨,冒险,喜剧,唯美","Matt Stanton,Unmei No Basho,Kojiasano,Jeff Stanton,Naoko Kabashima",Matt Stanton,11,PC,单人,否,1
Actual Multiple Monitors,实用工具,Actual Tools,Actual Tools,78,PC,其他,是,1
Paradox Escape Route,"角色扮演,冒险",DKC Game Studio,N/A,22,PC,单人,否,1
Kingdom-Heroes,"策略,独立,休闲,抢先体验,即时战略,单人,动作",PlayMr300,PlayMr300,6,PC,单人,否,1
DOGO,"动作,独立,体育",Pixel Barons,Pixel Barons,36,PC,其他,否,1
Leopoldo Manquiseil,"动作,独立,休闲",The Vanir Project,BadLand Publishing,18,PC,单人,否,1
Virtually Real Life,"冒险,独立,恐怖,视觉小说,二维,氛围,选择取向,多结局,心理恐怖,剧情丰富,指向 &amp; 点击",Freedom Software,Freedom Software,37,PC,单人,否,1
Infinite Vector,"策略,动作,冒险,独立,休闲,虚拟现实",The Burning Red Design,The Burning Red Design,免费游玩,PC,单人,否,1
End of the Road VR,"冒险,独立,血腥,模拟,虚拟现实",Barracuda Disaster,Barracuda Disaster,11,PC,单人,否,1
Craftica,"休闲,独立,模拟,抢先体验,沙盒,体素,开放世界,生存",Craftao Studio,Craftao Studio,32,PC,单人,是,1
Slamoids!,"动作,独立,休闲,街机,单人,竞分",Puddledock Games,Puddledock Games,6,PC,单人,否,1
The End of an Age: Fading Remnants,"角色扮演,RPG制作大师",Poetic Justice Studios,Poetic Justice Studios,22,PC,单人,否,1
Space Dragon,"动作,独立,虚拟现实,太空",3lb Games,3lb Games,35,PC,单人,否,1
In the thrall of darkness: The gift of dreams,"抢先体验,动作,冒险,独立",PPofGG,PPofGG,15,PC,单人,否,1
Liquid Space,"模拟,休闲,抢先体验,虚拟现实,太空,太空模拟",VRX,VRX,免费开玩,PC,单人,否,1
Oh Boy Cheese,"动作,独立,休闲",Ryan Bissonnette,Ryan Bissonnette,6,PC,单人,否,1
Reflector: Bug Hunt,"动作,独立,科幻,像素图形,单人,垂直卷轴射击,弹幕射击",Super Dead LLC,Super Dead LLC,22,PC,单人,否,1
Rampart Tactics,"策略,独立",Aaron Saluk,Aaron Saluk,11,PC,单人,否,1
Pub Simulator,"模拟,虚拟现实,制作,中世纪,时间管理",CathyGames,CathyGames,11,PC,单人,否,1
VRiczat - The Virtual Reality Cricket Game,"体育,虚拟现实",Madras MindWorks,Madras MindWorks Private Limited,37,PC,单人,否,1
MC Lars 2: Brotherhood,"动作,独立","Synersteel Studio, LLC","Synersteel Studio, LLC",22,PC,单人,否,1
happybluebear,"独立,休闲,动作,冒险,角色扮演,平台游戏,困难,极简主义",happypandastudio,happypandastudio,11,PC,单人,是,1
Egg Hunt,"休闲,策略,冒险",Kain Swartzbaugh,Kain Swartzbaugh,6,PC,单人,否,1
Treasure Bolt,"动作,休闲,抢先体验,冒险,策略,虚拟现实",StaplesVR,StaplesVR,11,PC,单人,否,1
Break the Cube,"独立,休闲",Raxi Petrov,Raxi Petrov,6,PC,单人,否,1
Chuck Meowrris,"动作,独立,轻度 Rogue,垂直卷轴射击,双摇杆射击,类Rogue",WhyNot?,WhyNot?,18,PC,单人,否,1
The Cave VR,"动作,冒险,模拟,体验,休闲,虚拟现实",CGPills,CGPills,41,PC,单人,否,1
Renegade Tabletop Tools System,"实用工具,角色扮演",Corrosive Studios LLC,Corrosive Studios LLC,11,PC,其他,否,1
Creepy Races,"独立,竞速",Domus ludus,Domus ludus,26,PC,单人,否,1
Assembly League,"休闲,独立,模拟,策略","INESSOFT,Leon Botha,Leobot Electronics","INESSOFT,Leon Botha,Leobot Electronics",11,PC,单人,否,1
Asteroid Navigation,"动作,休闲,独立",Nathan Norris,Nathan Norris,6,PC,单人,否,1
BRANE?: Prototype,"独立,休闲",John Wanot,None,免费,PC,单人,否,1
Lost King's Lullaby,"动作,独立,冒险",Storeen Games,Tesura Games,37,PC,单人,否,1
Lighter Than AR,"独立,模拟,步行模拟,虚拟现实",Constantly New Corp.,Constantly New Corp.,22,PC,单人,是,1
Impossamole,"动作,冒险",Gremlin Interactive,Piko Interactive LLC,26,PC,单人,否,1
Antox vs. Free Radicals,"模拟,冒险,策略,动作,休闲,角色扮演",Greenlynx,Greenlynx,6,PC,单人,否,1
Labirint,"休闲,独立",Sergey Melnikov,Sergey Melnikov,11,PC,单人,否,1
Grenade Madness,"抢先体验,动作,独立,竞技场射击,第三人称视角,快节奏,射击",Touch Orchestra,Touch Orchestra,36,PC,其他,否,1
Family Tree Heritage? Platinum 15 –  Mac,教育,Ancestral Quest,Individual Software,138,PC,其他,否,1
Cube Full of Mines,"休闲,独立,解谜",Perceptual Games LLC,Perceptual Games LLC,6,PC,单人,否,1
聖剣レイヴランシル物語　,角色扮演,KurotsuShirouProject,KurotsuShirouProject,32,PC,单人,否,1
On Earth As It Is In Heaven - A Kinetic Novel,"冒险,休闲,独立,模拟,视觉小说",Afterthought Studios,Afterthought Studios,54,PC,单人,否,1
Time Travel Trainer,"独立,抢先体验,解谜,科幻,单人,纵轴,时空旅行",Time Travel Trainer,Time Travel Trainer,18,PC,单人,否,1
Ninja Run,"动作,独立,平台游戏,奔跑,忍者,二维,单人",CooperAceProductions,CooperAceProductions,6,PC,单人,否,1
Galactic Orbital Death Sport,"独立,体育,动作,多人,街机",MECH'AT,Plug In Digital,43,PC,多人,是,1
Sqvishy,"动作,独立,解谜,彩色,猫,控制器,放松",James Makes Games Ltd,James Makes Games Ltd,6,PC,单人,否,1
火箭星战 Star-Rocket Strike,"冒险,独立,休闲,第三人称射击",ChuMoran,ChuMoran,15,PC,单人,是,1
Super Angling,"休闲,独立,冒险","Instance Entertainment, LLC","Instance Entertainment, LLC",15,PC,单人,否,1
Circle Rally Party,"休闲,独立,动作,竞速,二维,欢乐,纵轴,控制器,卡通,卡通化,喜剧,彩色,多人,小游戏,本地合作,合作,越野,毁灭,可爱,驾驶",Yvo Geldhof,Yvo Geldhof,26,PC,多人,否,1
Narwhar Project Hornwhale,"动作,独立,冒险,清版射击,二维,怀旧,街机,横向滚屏,像素图形",AB,AB,22,PC,单人,否,1
Cannibal Chickens,"休闲,独立,玩家对战,二维,竞技,欢乐,卡通化,彩色,4人本地,阖家,2D 平台,手绘,本地多人,控制器,多人,动作,平台游戏",Andrew Simpson,Angry Fist Games,22,PC,本地多人,否,1
Monkeys Ahoy,"策略,休闲",Fishing Cactus,Plug In Digital,22,PC,其他,否,1
Luminous Combat,"动作,独立,第一人称射击,第一人称视角,多人","Apefoot Studios, LLC","Apefoot Studios, LLC",11,PC,多人,否,1
Pipes Racer,"竞速,街机,多人,分屏",Mad Mag Store,Mad Mag Store,22,PC,多人,否,1
Bierwagen Rush,"休闲,独立,分屏,合作,欢乐,彩色,纵轴,3D 平台,本地多人",Leme Interactive,Leme Interactive,32,PC,合作,否,1
CHEXS,"策略,棋类",Turnopia,Turnopia,31,PC,单人,否,1
Data mining 4,"休闲,独立,单人,彩色,解谜,物理,怀旧,经典,快节奏,横向滚屏,二维,复古,抽象,重玩价值,可爱,阖家,放松,短片,风格化,困难",Blender Games,Blender Games,11,PC,单人,否,1
Olympics VR,"独立,休闲,模拟,体育,抢先体验",Anarkica Games,Anarkica Games,6,PC,单人,否,1
Rogue Buddies - Aztek Gold,"动作,冒险",Brutal Studio,Brutal Studio,15,PC,单人,否,1
The Red Moon,"角色扮演,抢先体验,动漫,成人,砍杀,RPG制作大师",Pink Cloud,Pink Cloud,22,PC,单人,否,1
Stellar Warrior,"动作,独立,休闲",XiNFiNiTY Games,XiNFiNiTY Games,11,PC,单人,否,1
Good Boy!,"二维,平台游戏,动作,冒险,独立,模拟,色情内容",FastGame,FastGame,6,PC,单人,否,1
Kubik,"独立,休闲",baKno Games,baKno Games,,PC,单人,是,1
Freedom March: Rebel Leader,"政治模拟,独立,休闲,二维,政治,纵轴,政治性,动作,策略,极简主义",Gamenesis,Gamenesis,18,PC,单人,是,1
Neon Infinity,"动作,独立,清版射击,二维,街机,合作,快节奏,太空,复古,科幻,像素图形,怀旧,未来,短片,多人,本地合作,物理,极简主义,赛博朋克,风格化",Halcyon Day Digital Co,Halcyon Day Digital Co,6,PC,合作,否,1
TublerVR,"策略,动作,独立,休闲,模拟,冒险",Reto Kolly,SiliconWetware,48,PC,单人,否,1
砌墙 Qi Qiang,"休闲,独立,模拟,物理,解谜",CAI KAI,CAI KAI,25,PC,单人,是,1
Brick Breaker Bunch,"独立,休闲,像素图形,好评原声音轨,合作,赛博朋克",Tapio Holopainen,Funky Monk Games,11,PC,合作,否,1
Deep Horizon,"休闲,动作,独立",Ventura Science,Ventura Science,11,PC,单人,否,1
Quantum Pilot,"动作,独立,策略,清版射击",Quantum Productions,Quantum Productions,,PC,单人,否,1
Geared,"独立,策略,解谜","Playful Art, LLC","Playful Art, LLC",28,PC,单人,否,1
I'm the Koala,"独立,休闲,动作,冒险,策略",Kain Swartzbaugh,Kain Swartzbaugh,11,PC,单人,否,1
Angry King,"独立,动作,休闲",PixToPix Studios,Firehawk Studios,,PC,单人,否,1
Defend Your Kingdom,"动作,独立,策略",Burning Pick Entertainment,Burning Pick Entertainment,21,PC,单人,否,1
RATTUS,"动作,独立,街机,极简主义,弹幕射击","tio_jolo,Helado,lontro",Panatails,6,PC,单人,是,1
Malfortune,"动作,独立,冒险,双摇杆射击,像素图形,弹幕射击,困难",Andy Imm,Restful Panic ltd,22,PC,单人,否,1
COH2 - The Western Front Armies: Oberkommando West,"策略,二战,多人,即时战略,单人","Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",39,PC,多人,否,1
SARE  Inception,"动作,冒险",Sars Medya,Sars Medya,11,PC,单人,否,1
Fisher Fans VR,"动作,休闲,虚拟现实",Value,Value,40,PC,单人,是,1
TROID BLASTER,"动作,独立,科幻,太空,街机,永久死亡,类Rogue",KINGSGUARD GAMES,KINGSGUARD GAMES,11,PC,单人,否,1
Akin Vol 2,"独立,休闲,解谜,二维,单人,放松",ThinkOfGames,ThinkOfGames,15,PC,单人,否,1
The Ancient Remains,"冒险,动作,独立,角色扮演,抢先体验,虚拟现实",Outhouse Games,Outhouse Games,36,PC,单人,否,1
Colo Grid Zation,"策略,独立,管理",Armagedoom Games,Armagedoom Games,18,PC,单人,否,1
Third Rule of Universe,"动作,独立,角色扮演",Mifos Games,Mifos Games,18,PC,单人,否,1
Jack Spriggan,"动作,冒险,虚拟现实",Vertexherder,Vertexherder,45,PC,单人,否,1
Keys,"独立,恐怖,喜剧,剧情丰富,惊悚,单人",Bloody Forehead Entertainment,Bloody Forehead Entertainment,6,PC,单人,否,1
OneJump,"休闲,独立,二维,极简主义,本地多人",Felix T. Vogel,Felix T. Vogel,6,PC,本地多人,否,1
Steampunk Graveyard,"休闲,动作,冒险,独立,平台游戏,蒸汽朋克,横向滚屏,二维,单人,轻度 Rogue,僵尸,恐怖,血腥,程序生成,机器人,女性主角,控制器,无声主角,地底,阖家",Bad Logic Studios,Bad Logic Studios,15,PC,单人,是,1
tick-hunter,"动作,独立",StalkerAlex,StalkerAlex.,6,PC,单人,否,1
Beta Runner,"独立,休闲,模拟,冒险",Lightsoutgames,Lightsoutgames,免费游玩,PC,单人,否,1
DELIVERED!,"休闲,独立,动作,模拟,抢先体验",Rail Cat Games,Rail Cat Games,18,PC,单人,是,1
No God for Us,"冒险,独立,休闲,探索",Endrit Special Poductions,Endrit Special Poductions,18,PC,单人,否,1
Streets of Neotokio,"动作,抢先体验,独立,角色扮演,冒险","Samurai Monkeys,ESAT",ESAT,免费,PC,单人,否,1
Tank 51,"动作,独立,休闲,冒险,坦克",Daimen Gaming,Daimen Gaming,6,PC,单人,否,1
Hoop Route,"独立,虚拟现实",Neither One Games,Neither One Games,15,PC,单人,否,1
TERRAGEARTH,"冒险,独立",Denis Isakov,Denis Isakov,22,PC,单人,否,1
Ghost Dimension,"动作,休闲,独立,竞速,冒险",Saulo Rosart,Saulo Rosart,11,PC,单人,否,1
RD's Adventure Mini Golf,"休闲,独立,模拟,体育",Gear Worx Productions,Gear Worx Productions,37,PC,单人,否,1
Keatz: The Lonely Bird,"独立,动作,平台游戏,剧情丰富,二维,像素图形,怀旧,困难,单人,冒险",Anamik Majumdar,Anamik Majumdar,15,PC,单人,否,1
Space Hit,"独立,休闲",Artur Rezende,Artur Rezende,6,PC,单人,否,1
The Mystery of Happyville,"动作,冒险,独立,休闲,血腥,暴力,4人本地,恐怖,本地多人",Studio HK,Studio HK,22,PC,本地多人,否,1
Aztec Number,"独立,解谜",CTU,CTU,15,PC,单人,否,1
Pilli Adventure,"动作,冒险,独立",Tavo,Calaca studios ,22,PC,单人,否,1
Dead of Night,"动作,冒险,独立,血腥,暴力,怀旧,吸血鬼,像素图形",Aaron Cochrane,Aaron Cochrane,11,PC,单人,否,1
萌娘战记,"休闲,策略,冒险",厦门玩美网络有限公司,玩美游戏,11,PC,单人,是,1
SUBURI,"教育,游戏开发",SHI LIN,SHI LIN,26,PC,其他,否,1
Naklua VR,"冒险,独立,抢先体验,休闲,体育",Fly Dream Dev,Fly Dream Dev,37,PC,单人,否,1
Matter of the Dreams,"动作,独立,血腥,虚拟现实",Zuev Nikita,Zuev Nikita,26,PC,单人,否,1
Doll,"独立,冒险,探索,恐怖,女性主角,视觉小说,剧情丰富,心理恐怖,手绘,步行模拟,黑暗,悬疑,氛围,休闲",Braisque,Braisque,26,PC,单人,否,1
Save Dash,"动作,独立",10ravens s.r.o.,10ravens s.r.o.,15,PC,单人,否,1
Claybreaker - VR Clay Shooting,"动作,独立,模拟,体育,抢先体验,虚拟现实",Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,68,PC,单人,否,1
Tile Typer,"独立,休闲",Divagated,Divagated,6,PC,单人,否,1
Forest of Evil,"动作,血腥,暴力,独立,冒险",Brown Studios,Brown Studios,15,PC,单人,否,1
Rome Circus Maximus: Chariot Race VR,"竞速,虚拟现实",Vicente Rosell Roig,Vicente Rosell Roig,15,PC,单人,否,1
Team A.R.G. Anthology,"独立,休闲","Team A.R.G.,Blake W. Ford",Radical Piece,免费,PC,单人,否,1
Beat Or Die The MiniGames,"动作,竞速,冒险",DragoNNFox Games,DragoNNFox Games,26,PC,单人,否,1
The war god : The artifact,"动作,冒险,虚拟现实",Zhejiang TQHY Technology,Zhejiang TQHY Technology,25,PC,单人,是,1
Myriad Tower Defense,"休闲,独立,策略",Jumpmen Gaming,Jumpmen Gaming,22,PC,单人,否,1
House Number 666,"冒险,独立,休闲,恐怖,像素图形,单人,生存恐怖,剧情丰富,二维,怀旧,复古,卡通化,探索,极简主义,氛围,黑暗,短片,纵轴,阖家,魔法",Anamik Majumdar,Anamik Majumdar,6,PC,单人,否,1
Scenner,"冒险,独立,动作,暴力,科幻,生存恐怖,惊悚,第一人称视角,氛围,黑暗,无声主角,单人,未来,科学,步行模拟,剧情,动作冒险,困难,生存,解谜",mexicoz,mexicoz,28,PC,单人,否,1
Spacky's Nightshift,"独立,生存恐怖,恐怖,街机,氛围",HawkSandwich,HawkSandwich,22,PC,单人,否,1
Haunted Hotel: Stay in the Light,"策略,独立,模拟",JRad Games,JRad Games,25,PC,单人,否,1
Intrusion Protocol,"独立,动作,像素图形,怀旧,困难,平台游戏,快节奏,二维",Somber Dawn Studios,Somber Dawn Studios,15,PC,单人,否,1
Divide & Conquer,"动作,冒险,休闲,独立,策略,抢先体验",Lunchbox Edu,Lunchbox Edu,Divide &amp; Conquer Demo,PC,单人,否,1
Ventura Inc,"大型多人在线,抢先体验,模拟,策略,独立",Ben Strijbos,Ben Strijbos,67,PC,大型多人在线,否,1
Turn-Based Champion,"独立,角色扮演,回合制战斗,像素图形,本地多人,4人本地,怀旧,二维,休闲,阖家,回合制",Searchlight Games,Searchlight Games,18,PC,本地多人,否,1
METATRON CUBE,"休闲,动作,独立,冒险,模拟,第一人称射击",NEO.ca,NEO.ca,41,PC,单人,否,1
PLUGMAX,"休闲,动作,独立,竞技,欢乐",TinyAssociatesBand,TinyAssociatesBand,6,PC,单人,是,1
Romans From Mars,动作,SideKick,Majesco Entertainment,22,PC,单人,否,1
Cursed Pagoda,"休闲,独立,纸牌,剧情丰富,卡牌游戏,悬疑,单人,桌游",Weekend Panda,Weekend Panda,37,PC,单人,否,1
Refinish Network - Paintboss VR,"休闲,模拟,虚拟现实",Justin Jimmo,Justin Jimmo,15,PC,单人,否,1
OverKill,"动作,独立,休闲",Kezarus,Kezarus,6,PC,单人,否,1
After Rain: Phoenix Rise,"动作,冒险,独立",DV8Games,DV9DESIGN,28,PC,单人,否,1
Layers,"独立,休闲,解谜,平台游戏,单人,平台解谜",Salus Games,Salus Games,6,PC,单人,否,1
B A S E M E N T,"独立,恐怖,历史",.,.,,PC,单人,否,1
Final Mission VR,"动作,独立,冒险,虚拟现实,科幻,射击,外星人,怀旧,清版射击",OCIO Games,OCIO Games,22,PC,单人,否,1
Primal Lands,"模拟,血腥,独立,休闲",BlockheadGames,BlockheadGames,6,PC,单人,否,1
Haustoria,"独立,冒险,平台解谜,平台游戏,解谜,二维,魔法,氛围,卡通化,卡通,黑暗奇幻",Antares Games,Antares Games,22,PC,单人,否,1
Aigor Escape from Bishop,"冒险,独立,色情内容,恐怖,经典,指向 &amp; 点击,制作,喜剧,探索,欢乐,氛围,悬疑","Emiliano Giuliante,Adriano Cerroni,Serena Aronica","Emiliano Giuliante,Adriano Cerroni,Serena Aronica",57,PC,单人,否,1
Statue Defender,"动作,角色扮演,独立,血腥,暴力",Glimma Games,Glimma Games,6,PC,单人,否,1
Solitude - Escape of Head,"冒险,独立,解谜,开放世界",Threear.Vision,Threear.Vision,22,PC,单人,否,1
Yama,"动作,冒险,角色扮演,血腥,暴力",Ivan Huang,Ivan Huang,,PC,单人,是,1
Never Not Shooting,动作,Hand Cannon Games,Hand Cannon Games,18,PC,单人,否,1
Forest monster,"动作,独立,冒险,角色扮演,第三人称视角",麦克儿,麦克儿,111,PC,单人,否,1
Topfold,"休闲,独立,解谜,困难,策略",cBlck,cBlck,6,PC,单人,否,1
Terra Lander II - Rockslide Rescue,"独立,休闲,怀旧,太空,科幻",DM Media,Funbox Media Ltd,22,PC,单人,否,1
Unnamed VR,"动作,体育,冒险,沙盒,独立,休闲,阖家,小游戏,解谜,虚拟现实","Sheetal,Bibek",Paracosma Inc,37,PC,单人,否,1
Madland,"动作,独立,冒险",METAL SOURCE STUDIOS,METAL SOURCE STUDIOS,28,PC,单人,否,1
出门,独立,likang,likang,7,PC,单人,是,1
RetroVamp,"独立,休闲",DavideJ,DavideJ,28,PC,单人,否,1
Hamster Daily,"独立,休闲",lojq studio,lojq studio,6,PC,单人,是,1
Killer Klownz,"动作,暴力,冒险,模拟,虚拟现实",Peter Labick,Peter Labick Development,11,PC,单人,否,1
Darkest Wave,"动作,清版射击",Duckman Army Games,Duckman Army Games,22,PC,单人,否,1
